,gvkey,datadate,tic,atq,epsfxq,ltq,niq,revtq,xrdq,prccq,sic
365315,7257,19830630,MRK,3721.9,1.67,1371.942,123.275,821.862,,92.875,2834
365316,7257,19830930,MRK,4004.425,1.47,1598.213,109.022,797.724,,96.5,2834
365317,7257,19831231,MRK,4214.695,1.42,1756.776,104.835,855.779,,90.375,2834
365318,7257,19840331,MRK,4245.324,1.69,1720.11,125.125,848.606,,94.125,2834
365319,7257,19840630,MRK,4367.168,1.78,1767.882,131.373,891.289,,92.5,2834
365320,7257,19840930,MRK,4314.688,1.65,1751.014,120.863,857.852,,82.625,2834
365321,7257,19841231,MRK,4590.574,1.59,1762.964,115.606,961.915,,94,2834
365322,7257,19850331,MRK,4604.762,1.83,1745.996,131.5,856.299,,104.8749,2834
365323,7257,19850630,MRK,4682.563,1.92,1738.56,138,877.399,,112.625,2834
365324,7257,19850930,MRK,4745.785,1.91,1869.054,136,855.799,,108.2499,2834
365325,7257,19851231,MRK,4902.156,1.92,1947.057,134.4,958,,137,2834
365326,7257,19860331,MRK,5036.598,2.24,1944.098,157.8,921.1,,174.2499,2834
365327,7257,19860630,MRK,5233.172,1.23,1986.072,173.2,1005,,104.5,2834
365328,7257,19860930,MRK,5012.691,1.24,2045.991,172.9,1053.7,,98.5,2834
365329,7257,19861231,MRK,5105.199,1.26,2126.799,171.8,1149.1,,123.875,2834
365330,7257,19870331,MRK,5295.098,1.44,2144.698,201.3,1111.1,,154.6249,2834
365331,7257,19870630,MRK,5473.598,1.71,2137.498,235,1249.3,,170.4998,2834
365332,7257,19870930,MRK,5788.297,1.71,2431.297,237.7,1306.5,,206.8749,2834
365333,7257,19871231,MRK,5680,1.71,3028.2,232.4,1394.4,,158.4999,2834
365334,7257,19880331,MRK,5772.598,2.04,2949.298,271.4,1436.8,,156.9998,2834
365335,7257,19880630,MRK,5708.898,0.79,2701.898,316.3,1499.8,,56.25,2834
365336,7257,19880930,MRK,5930.598,0.78,2754.698,311.8,1468.8,,57.75,2834
365337,7257,19881231,MRK,6127.5,0.77,2728,307.3,1534.1,,57.75,2834
365338,7257,19890331,MRK,6409,0.85,2830.3,340.4,1571.4,168.6,64.75,2834
365339,7257,19890630,MRK,6143.398,0.99,2496.398,396.6,1585.2,174.5,66.875,2834
365340,7257,19890930,MRK,6506.398,0.98,2662.298,390.5,1632.8,191.2,75.75,2834
365341,7257,19891231,MRK,6756.699,0.92,2726.199,367.9,1761.1,216.2,77.5,2834
365342,7257,19900331,MRK,6904.797,1.02,2936.097,403.8,1758.4,185.2,69.5,2834
365343,7257,19900630,MRK,7349,1.19,3182.4,470.2,1899.4,194.3,86.75,2834
365344,7257,19900930,MRK,7771.5,1.18,3503.2,465,1914.3,213.1,76.125,2834
365345,7257,19901231,MRK,8029.797,1.12,3646.097,442.2,2099.4,261.4,89.875,2834
365346,7257,19910331,MRK,8281.797,1.24,3681.797,483.5,2048.9,221.8,105.5,2834
365347,7257,19910630,MRK,8642.098,1.42,3731.4,556,2122.4,235.1,116.125,2834
365348,7257,19910930,MRK,9192.5,1.41,3977.702,552.4,2117.5,229,130.125,2834
365349,7257,19911231,MRK,9498.5,1.33,3987.701,529.8,2313.9,301.9,166.5,2834
365350,7257,19920331,MRK,9663,1.41,3970.802,96.6,2223.4,248.1,147.125,2834
365351,7257,19920630,MRK,10147.297,0.55,4227.799,643.7,2373.6,262.8,48.75,2834
365352,7257,19920930,MRK,10905,0.55,4802.903,634.8,2464.4,287.3,44.5,2834
365353,7257,19921231,MRK,11086,0.52,5456.002,609.1,2601.1,313.4,43.375,2834
365354,7257,19930331,MRK,11541.199,0.53,5706.1,613.7,2379.7,260.9,35.375,2834
365355,7257,19930630,MRK,12325.699,0.15,6679.299,172.6,2573.6,270.1,35.5,2834
365356,7257,19930930,MRK,12624.699,0.62,6281.401,705.7,2544.1,287.6,30.75,2834
365357,7257,19931231,MRK,19927.5,0.56,8761.401,674.2,3000.8,354.2,34.375,2834
365358,7257,19940331,MRK,19986.598,0.53,8355.801,675.2,3514.3,266.3,29.75,2834
365359,7257,19940630,MRK,20706.898,0.6,8591.3,764,3792,290.9,29.75,2834
365360,7257,19940930,MRK,21120.098,0.61,8605.6,784.9,3792,308.4,35.625,2834
365361,7257,19941231,MRK,21856.598,0.61,9508.798,772.9,3871.5,365,38.125,2834
365362,7257,19950331,MRK,21720.3,0.6,9373.8,757.4,3817.3,288.2,42.625,2834
365363,7257,19950630,MRK,21826.7,0.68,9107.7,858.1,4135.7,329.6,49.125,2834
365364,7257,19950930,MRK,22445.7,0.69,9654.9,861.9,4171.1,332.6,56,2834
365365,7257,19951231,MRK,23831.8,0.68,9809.8,857.8,4557,381,65.625,2834
365366,7257,19960331,MRK,23983.9,0.69,10033.2,863.8,4530.4,349.5,62.25,2834
365367,7257,19960630,MRK,23246.2,0.78,9604.7,972.1,4908.8,347.7,64.625,2834
365368,7257,19960930,MRK,23981.5,0.82,10265.6,1001.9,4983.4,366.8,70.375,2834
365369,7257,19961231,MRK,24293.1,0.84,10012.4,1043.5,5406.1,423.3,79.625,2834
365370,7257,19970331,MRK,24732.4,0.82,10083.7,1020.3,5567.9,368.7,84.25,2834
365371,7257,19970630,MRK,25627.9,0.93,10514.6,1154.4,5909.2,396.3,102.312,2834
365372,7257,19970930,MRK,25897.8,0.97,11828.2,1197.2,5927.7,424.8,99.937,2834
365373,7257,19971231,MRK,25811.9,1.01,12014,1242.2,6232.1,493.9,106,2834
365374,7257,19980331,MRK,26399.9,0.95,12028.6,1164.4,6058.8,388.5,128.187,2834
365375,7257,19980630,MRK,27494,1.07,12644.6,1316.1,6470.4,441,133.75,2834
365376,7257,19980930,MRK,31157,1.12,14954.8,1367,6838.3,1489.9,129.5625,2834
365377,7257,19981231,MRK,31853.4,1.16,15346.6,1400.7,7530.7,541.2,147.5,2834
365378,7257,19990331,MRK,32289.1,0.54,15220,1299.6,7536.7,441.8,80.125,2834
365379,7257,19990630,MRK,33210.1,0.61,16522,1478.1,8018.1,482.6,73.625,2834
365380,7257,19990930,MRK,34587.5,0.64,17864.5,1539.6,8195.8,567.2,64.8125,2834
365381,7257,19991231,MRK,35634.9,0.66,18932.8,1573.2,8963.4,627.8,67.1875,2834
365382,7257,20000331,MRK,35778.4,0.63,18679.2,1499.6,8851.4,523.6,62.125,2834
365383,7257,20000630,MRK,37443.3,0.73,19713.9,1721.7,9477,548.1,76.625,2834
365384,7257,20000930,MRK,38007.6,0.78,19472.4,1836,10567.5,609.8,74.4375,2834
365385,7257,20001231,MRK,39910.4,0.75,20057,1764.4,11467.3,662.3,93.625,2834
365386,7257,20010331,MRK,40226.3,0.71,20447.6,1657.3,11345.1,547.4,75.9,2834
365387,7257,20010630,MRK,41748.5,0.78,22025.5,1815.4,11893.1,602.4,63.91,2834
365388,7257,20010930,MRK,43705.6,0.84,23408.4,1948.2,11919.6,590.2,66.6,2834
365389,7257,20011231,MRK,44006.7,0.81,23119.1,1860.9,12557.9,716.4,58.8,2834
365390,7257,20020331,MRK,45474.7,,24177.7,,,,57.58,2834
365391,7257,20020630,MRK,45960.4,1.4,24218,3375.7,9962,1161.5,50.64,2834
365392,7257,20020930,MRK,47337.4,0.78,24894.1,1884,5426.1,676.9,45.71,2834
365393,7257,20021231,MRK,47561.2,0.8,24432.4,1889.8,6057.7,838.8,56.61,2834
365394,7257,20030331,MRK,48953.5,0.68,26019.3,1710.4,5571.4,810.7,54.78,2834
365395,7257,20030630,MRK,50008.1,0.79,26359.3,1867,5525.4,786.4,60.55,2834
365396,7257,20030930,MRK,42589,0.83,23206.8,1858.3,5762,776.5,50.62,2834
365397,7257,20031231,MRK,40587.5,0.62,21095.9,1395.2,5627.1,906.3,46.2,2834
365398,7257,20040331,MRK,41665.2,0.73,21455.8,1618.6,5630.8,996.3,44.19,2834
365399,7257,20040630,MRK,41854.6,0.79,20972.3,1768.1,6021.8,986,47.5,2834
365400,7257,20040930,MRK,42874.4,0.6,21625.7,1325.6,6029.7,919.3,33,2834
365401,7257,20041231,MRK,42572.8,0.5,22877.7,1101.1,5747.9,1108.6,32.14,2834
365402,7257,20050331,MRK,43117.1,0.62,23032.1,1370.1,5362.2,846.6,32.37,2834
365403,7257,20050630,MRK,43006.3,0.33,23212.8,720.6,5467.6,946.8,30.8,2834
365404,7257,20050930,MRK,43831,0.65,23614.8,1420.9,5416.2,942.6,27.21,2834
365405,7257,20051231,MRK,44845.8,0.51,24522,1119.7,5765.9,1112,31.81,2834
365406,7257,20060331,MRK,43418,0.69,22136.1,1520,5409.8,942,35.23,2834
365407,7257,20060630,MRK,43478.7,0.69,21772.2,1499.3,5771.7,1172.5,36.43,2834
365408,7257,20060930,MRK,43719.1,0.43,21996.8,940.6,5410.4,945.4,41.9,2834
365409,7257,20061231,MRK,44569.8,0.22,24604,473.9,6044.1,1723,43.6,2834
365410,7257,20070331,MRK,42992.5,0.78,22078,1704.3,5769.4,1030,44.17,2834
365411,7257,20070630,MRK,44182.8,0.77,22302.6,1676.4,6111.3,1030.6,49.8,2834
365412,7257,20070930,MRK,45700.7,0.7,22541.4,1525.6,6074.1,1440.4,51.69,2834
365413,7257,20071231,MRK,48350.7,-0.75,27759.3,-1630.9,6242.9,1381.8,58.11,2834
365414,7257,20080331,MRK,47041.1,1.52,25082.2,3302.6,5822.1,1078.3,37.95,2834
365415,7257,20080630,MRK,47457.5,0.82,24791.4,1768.2,6051.8,1169.3,37.69,2834
365416,7257,20080930,MRK,48545.7,0.51,26535,1092.8,5944,1171.1,31.56,2834
365417,7257,20081231,MRK,47195.7,0.78,26028.6,1644.8,6032.4,1386.6,30.4,2834
365418,7257,20090331,MRK,46543.1,0.67,24541.6,1425,5385.2,1224.2,26.75,2834
365419,7257,20090630,MRK,49407.1,0.74,26670.3,1556.3,5899.9,1395.3,27.96,2834
365420,7257,20090930,MRK,48739.4,1.61,23390.1,3424.3,6049.7,1254,31.63,2834
365421,7257,20091231,MRK,112089.7,2.35,50597.1,6495.7,10093.5,1971.5,36.54,2834
365422,7257,20100331,MRK,111593.8,0.09,51250.6,298.8,11422.2,2050.7,37.35,2834
365423,7257,20100630,MRK,106170.5,0.24,48504.8,752.4,11346.3,2179.3,34.97,2834
365424,7257,20100930,MRK,107840.1,0.11,49791.8,341.5,11124.8,2322,36.81,2834
365425,7257,20101231,MRK,105781,-0.17,48976,-531.7,12093.7,4517,36.04,2834
365426,7257,20110331,MRK,105865,0.34,49026,1043,11580,2158,33.01,2834
365427,7257,20110630,MRK,106195,0.65,48273,2024,12152,1936,35.29,2834
365428,7257,20110930,MRK,106534,0.55,48938,1693,12021,1954,32.7,2834
365429,7257,20111231,MRK,105128,0.49,48185,1512,12294,2419,37.7,2834
365430,7257,20120331,MRK,105509,0.56,48195,1738,11731,1862,38.4,2834
365431,7257,20120630,MRK,105525,0.58,47852,1793,12310,2164,41.75,2834
365432,7257,20120930,MRK,106301,0.56,48089,1730,11489,1918,45.095,2834
365433,7257,20121231,MRK,106132,0.3,50669,907,11737,2224,40.94,2834
365434,7257,20130331,MRK,106200,0.52,50594,1593,10671,1907,44.2,2834
365435,7257,20130630,MRK,106876,0.3,56771,906,11010,2101,46.45,2834
365436,7257,20130930,MRK,106419,0.38,56413,1124,11032,1660,47.609,2834
365437,7257,20131231,MRK,105645,0.26,53319,781,11320,1835,50.05,2834
365438,7257,20140331,MRK,108460,0.57,55896,1705,10264,1574,56.77,2834
365439,7257,20140630,MRK,97860,0.68,49344,2004,10934,1664,57.85,2834
365440,7257,20140930,MRK,101808,0.31,56448,895,10557,1659,59.28,2834
365441,7257,20141231,MRK,98335,2.54,49544,7316,10482,2283,56.79,2834
365442,7257,20150331,MRK,108345,0.33,60428,953,9425,1737,57.48,2834
365443,7257,20150630,MRK,102582,0.24,55944,686,9785,1670,56.93,2834
365444,7257,20150930,MRK,101232,0.64,55553,1826,10073,1500,49.39,2834
365445,7257,20151231,MRK,101779,0.35,57012,977,10215,1797,52.82,2834
365446,7257,20160331,MRK,98755,0.4,54854,1125,9312,1659,52.91,2834
365447,7257,20160630,MRK,96475,0.43,53029,1205,9844,2151,57.61,2834
365448,7257,20160930,MRK,98335,0.78,54378,2185,10536,1665,62.41,2834
365449,7257,20161231,MRK,95377,-0.22,55069,-595,10115,4649,58.87,2834
365450,7257,20170331,MRK,96561,0.56,56473,1551,9434,1830,63.54,2834
365451,7257,20170630,MRK,92804,0.71,53092,1945,9931,1782,64.09,2834
365452,7257,20170930,MRK,91676,-0.02,53177,-56,10324,4412,64.03,2834
365453,7257,20171231,MRK,87872,-0.39,53303,-1046,10433,2315,56.27,2834
365454,7257,20180331,MRK,86041,0.27,52140,736,10037,3196,54.47,2834
365455,7257,20180630,MRK,85040,0.63,52274,1707,10465,2274,60.7,2834
365456,7257,20180930,MRK,85130,0.73,52474,1950,10794,2068,70.94,2834
365457,7257,20181231,MRK,82637,0.69,55755,1827,10998,2214,76.41,2834
365458,7257,20190331,MRK,82354,1.12,54684,2915,10816,1931,83.17,2834
388026,7637,19810630,MYL,,0.36,,0.448,7.177,,15.25,2834
388027,7637,19810930,MYL,,0.56,,0.706,7.583,,15.625,2834
388028,7637,19811231,MYL,,0.6,,1.555,9.211,,16.875,2834
388029,7637,19820331,MYL,16.596,0.45,7.094,1.086,7.807,,17.5,2834
388030,7637,19820630,MYL,16.791,0.19,6.814,0.476,7.486,,15.625,2834
388031,7637,19820930,MYL,16.015,0.3,5.291,0.746,6.953,,13.875,2834
388032,7637,19821231,MYL,18.402,0.32,6.529,0.839,8.972,,18,2834
388033,7637,19830331,MYL,19.871,0.49,6.688,1.289,8.467,,19.625,2834
388034,7637,19830630,MYL,20.354,0.28,6.678,0.713,7.472,,32.25,2834
388035,7637,19830930,MYL,20.684,0.23,5.621,1.218,8.528,,17,2834
388036,7637,19831231,MYL,22.158,0.27,5.569,1.419,10.923,,19.875,2834
388037,7637,19840331,MYL,23.968,0.17,5.913,1.345,9.994,,17.75,2834
388038,7637,19840630,MYL,29.005,0.32,8.643,2.577,11.548,,27,2834
388039,7637,19840930,MYL,29.176,0.2,6.437,2.35,11.485,,24,2834
388040,7637,19841231,MYL,33.358,0.3,8.156,3.648,15.321,,25.375,2834
388041,7637,19850331,MYL,36.696,0.16,7.52,3.897,15.203,,20.625,2834
388042,7637,19850630,MYL,42.088,0.15,10.572,3.509,16.054,,24,2834
388043,7637,19850930,MYL,47.775,0.25,10.254,6.002,21.357,,14.875,2834
388044,7637,19851231,MYL,52.777,0.26,10.292,6.163,23.064,,18.375,2834
388045,7637,19860331,MYL,56.028,0.21,8.485,5.037,20.369,,22.75,2834
388046,7637,19860630,MYL,65.817,0.23,13.975,5.455,22.165,,24.5,2834
388047,7637,19860930,MYL,67.903,0.18,9.714,6.345,25.029,,11.875,2834
388048,7637,19861231,MYL,70.538,0.15,8.846,5.3,23.758,,11.125,2834
388049,7637,19870331,MYL,80.323,0.17,12.341,6.208,24.183,,16.75,2834
388050,7637,19870630,MYL,91.509,0.15,19.798,5.507,21.486,,14.875,2834
388051,7637,19870930,MYL,97.994,0.19,19.41,6.774,25.12,,14,2834
388052,7637,19871231,MYL,103.077,0.15,21.046,5.248,22.673,,8.25,2834
388053,7637,19880331,MYL,108.801,0.21,19.139,7.679,26.738,,9.75,2834
388054,7637,19880630,MYL,111.476,0.17,17.474,6.143,23.031,,13,2834
388055,7637,19880930,MYL,110.886,0.13,12.261,4.608,21.094,,9.625,2834
388056,7637,19881231,MYL,113.731,0.1,13.154,3.759,22.227,,8.875,2834
388057,7637,19890331,MYL,112.7,0.1,8.422,3.76,21.578,,8.5,2834
388058,7637,19890630,MYL,119.168,0.1,12.944,3.759,21.059,1.475,10.25,2834
388059,7637,19890930,MYL,122.64,0.13,11.796,4.584,23.153,1.492,17.25,2834
388060,7637,19891231,MYL,136.308,0.23,18.799,8.192,24.101,1.519,24.25,2834
388061,7637,19900331,MYL,137.52,0.26,10.287,9.675,27.102,1.584,19.75,2834
388062,7637,19900630,MYL,148.369,0.21,15.356,7.515,23.254,1.616,24.125,2834
388063,7637,19900930,MYL,156.948,0.19,17.936,7.863,27.464,1.644,17.375,2834
388064,7637,19901231,MYL,163.011,0.22,17.575,8.283,26.516,1.67,20.625,2834
388065,7637,19910331,MYL,186.955,0.24,19.424,9.291,27.29,1.363,26.875,2834
388066,7637,19910630,MYL,178.502,0.23,18.327,8.883,27.873,1.669,24.25,2834
388067,7637,19910930,MYL,186.825,0.22,19.633,8.641,30.378,1.795,34.25,2834
388068,7637,19911231,MYL,213.685,0.27,22.105,10.262,34.884,1.972,41.625,2834
388069,7637,19920331,MYL,226.72,0.32,23.268,12.328,38.801,2.449,37.875,2834
388070,7637,19920630,MYL,239.488,0.3,26.407,11.353,38.839,2.724,39.5,2834
388071,7637,19920930,MYL,258.376,0.22,30.511,16.707,51.02,3.595,25.5,2834
388072,7637,19921231,MYL,287.456,0.28,28.584,21.175,61.108,3.804,31.5,2834
388073,7637,19930331,MYL,351.105,0.28,55.133,21.386,60.997,3.401,29,2834
388074,7637,19930630,MYL,365.578,0.21,35.431,16.108,58.507,4.722,27.25,2834
388075,7637,19930930,MYL,371.193,0.22,26.372,17.442,57.756,6.232,29.375,2834
388076,7637,19931231,MYL,393.646,0.28,28.513,22.123,66.436,5.499,25.375,2834
388077,7637,19940331,MYL,403.325,0.22,23.356,17.394,69.074,5.195,17.5,2834
388078,7637,19940630,MYL,447.521,0.34,43.326,27.13,85.146,6.344,21.25,2834
388079,7637,19940930,MYL,475.999,0.36,46.58,28.658,96.013,6.863,25.5,2834
388080,7637,19941231,MYL,508.227,0.4,58.114,31.839,104.271,7.927,27,2834
388081,7637,19950331,MYL,546.201,0.42,63.473,33.242,110.69,9.399,31.75,2834
388082,7637,19950630,MYL,571.506,0.42,59.048,33.167,109.192,8.174,30.75,2834
388083,7637,19950930,MYL,586.417,0.25,48.263,29.476,97.715,9.438,20.125,2834
388084,7637,19951231,MYL,612.662,0.18,56.144,21.924,91.319,10.948,23.5,2834
388085,7637,19960331,MYL,692.009,0.15,75.568,17.758,94.634,10.353,21,2834
388086,7637,19960630,MYL,711.741,0.12,86.193,14.011,98.543,10.531,17.375,2834
388087,7637,19960930,MYL,764.888,0.14,127.076,17.348,108.981,10.255,17.125,2834
388088,7637,19961231,MYL,780.464,0.15,129.595,18.081,113.981,10.775,16.625,2834
388089,7637,19970331,MYL,777.58,0.11,117.84,13.687,118.687,11.072,14.875,2834
388090,7637,19970630,MYL,787.492,0.13,114.865,16.598,109.188,11.691,14.75,2834
388091,7637,19970930,MYL,815.759,0.25,116.285,30.391,153.955,12.124,22.437,2834
388092,7637,19971231,MYL,814.983,0.18,98.805,21.982,129.517,7.892,20.937,2834
388093,7637,19980331,MYL,847.753,0.26,103.288,31.806,162.763,14.571,23,2834
388094,7637,19980630,MYL,890.899,0.28,116.194,34.182,166.718,14.084,30.25,2834
388095,7637,19980930,MYL,924.428,0.3,117.116,37.215,177.592,13.382,29.5,2834
388096,7637,19981231,MYL,1158.313,0.06,134.363,8.154,186.195,41.274,31.5,2834
388097,7637,19990331,MYL,1206.661,0.27,146.756,35.858,190.618,22.103,27.4375,2834
388098,7637,19990630,MYL,1241.106,0.25,152.994,31.953,177.095,11.791,26.5,2834
388099,7637,19990930,MYL,1259.828,0.28,138.737,37.066,194.489,11.473,18.375,2834
388100,7637,19991231,MYL,1309.042,0.31,151.172,40.434,203.877,12.387,25.1875,2834
388101,7637,20000331,MYL,1341.23,0.34,137.508,44.793,214.684,13.47,27.5,2834
388102,7637,20000630,MYL,1364.818,-0.59,333.69,-76.089,167.255,16.535,18.25,2834
388103,7637,20000930,MYL,1334.213,0.27,271.701,33.509,207.555,17.263,26.9375,2834
388104,7637,20001231,MYL,1397.273,0.3,301.719,37.645,223.238,15.816,25.1875,2834
388105,7637,20010331,MYL,1465.973,0.33,333.437,42.063,248.648,14.771,25.85,2834
388106,7637,20010630,MYL,1534.982,0.4,350.688,50.648,237.933,16.783,28.13,2834
388107,7637,20010930,MYL,1647.807,0.5,401.294,64.136,286.328,16.463,32.62,2834
388108,7637,20011231,MYL,1736.674,0.61,409.791,78.176,297.191,13.441,37.5,2834
388109,7637,20020331,MYL,1616.71,0.53,214.471,67.291,282.598,12.16,29.46,2834
388110,7637,20020630,MYL,1635.507,0.49,210.912,61.849,275.473,16.843,31.35,2834
388111,7637,20020930,MYL,1708.993,0.54,239.867,68.229,319.539,20.169,32.74,2834
388112,7637,20021231,MYL,1754.428,0.56,301.924,68.432,320.494,22.941,34.9,2834
388113,7637,20030331,MYL,1745.223,0.4,298.891,73.843,353.686,26.795,28.75,2834
388114,7637,20030630,MYL,1692.741,0.46,226.88,83.863,331.408,24.739,34.77,2834
388115,7637,20030930,MYL,1800.372,0.5,267.047,91.278,360.06,23.946,38.65,2834
388116,7637,20031231,MYL,1880.972,0.31,290.587,84.618,349.786,25.248,25.26,2834
388117,7637,20040331,MYL,1875.29,0.27,215.502,74.85,333.363,26.88,22.73,2834
388118,7637,20040630,MYL,2018.648,0.3,281.328,82.033,339.012,21.495,20.25,2834
388119,7637,20040930,MYL,1993.629,0.18,209.574,48.654,306.955,22.042,18,2834
388120,7637,20041231,MYL,2028.594,0.13,213.568,34.77,290.972,23.167,17.68,2834
388121,7637,20050331,MYL,2135.673,0.14,289.737,38.135,316.435,21.177,17.72,2834
388122,7637,20050630,MYL,2187.031,0.16,306.904,42.915,323.378,25.18,19.24,2834
388123,7637,20050930,MYL,1914.063,0.16,1083.402,35.77,297.994,28.252,19.26,2834
388124,7637,20051231,MYL,1835.108,0.22,1075.63,48.207,311.246,29.375,19.96,2834
388125,7637,20060331,MYL,1870.526,0.27,1082.875,57.65,324.546,19.624,23.4,2834
388126,7637,20060630,MYL,1984.26,0.35,1113.707,75.587,356.14,21.225,20,2834
388127,7637,20060930,MYL,2035.661,0.36,1078.838,77.541,366.656,22.697,20.13,2834
388128,7637,20061231,MYL,2206.648,0.63,1104.743,135.445,401.761,22.922,19.96,2834
388129,7637,20070331,MYL,4253.867,-0.31,2561.8,-71.289,487.262,183.848,21.14,2834
388130,7637,20070331,MYL,4253.867,-0.31,2561.8,-71.289,487.262,183.848,21.14,2834
388131,7637,20070331,MYL,4253.867,-0.31,2561.8,-71.289,487.262,183.848,21.14,2834
388132,7637,20070331,MYL,4253.867,-0.31,2561.8,-71.289,487.262,183.848,21.14,2834
388133,7637,20070630,MYL,4475.521,0.32,2713.875,79.727,546.321,31.72,18.19,2834
388134,7637,20070630,MYL,4475.521,0.32,2713.875,79.727,546.321,31.72,18.19,2834
388135,7637,20070930,MYL,4476.573,0.6,2555.477,149.827,477.091,33.577,15.96,2834
388136,7637,20070930,MYL,4476.573,0.6,2555.477,149.827,477.091,33.577,15.96,2834
388137,7637,20071231,MYL,11353.176,-5.04,7915.425,-1367.579,1155.349,1349.802,14.06,2834
388138,7637,20071231,MYL,11353.176,-5.04,7915.425,-1367.579,1155.349,1349.802,14.06,2834
388139,7637,20080331,MYL,11599.184,-1.47,8410.926,-411.891,1074.461,83.844,11.6,2834
388140,7637,20080630,MYL,11502.962,-0.05,8341.784,18.446,1203.121,80.755,12.07,2834
388141,7637,20080930,MYL,11024.319,0.47,8015.72,217.121,1656.848,74.721,11.42,2834
388142,7637,20081231,MYL,10409.859,-0.18,7677.242,-19.752,1203.155,77.897,9.89,2834
388143,7637,20090331,MYL,9896.644,0.23,7247.416,106.058,1181.417,58.836,13.41,2834
388144,7637,20090630,MYL,10242.684,0.19,7330.396,92.871,1264.676,74.017,13.05,2834
388145,7637,20090930,MYL,10762.568,-0.13,7690.676,-5.262,1292.575,69.812,16.01,2834
388146,7637,20091231,MYL,10801.734,0.01,7656.536,38.904,1351.817,72.593,18.43,2834
388147,7637,20100331,MYL,10822.508,0.2,7644.03,95.857,1292.374,61.296,22.71,2834
388148,7637,20100630,MYL,10597.818,0.16,7618.862,86.227,1368.535,66.788,17.04,2834
388149,7637,20100930,MYL,11407.041,0.33,7864.101,143.184,1355.114,71.992,18.81,2834
388150,7637,20101231,MYL,11536.804,0.01,7921.403,19.847,1434.499,82.07,21.13,2834
388151,7637,20110331,MYL,11878.125,0.23,7961.151,104.175,1448.958,75.31,22.66,2834
388152,7637,20110630,MYL,12005.775,0.33,8124.79,146.446,1573.876,72.494,24.67,2834
388153,7637,20110930,MYL,11118.118,0.36,7623.981,156.698,1575.756,87.047,16.99,2834
388154,7637,20111231,MYL,11598.143,0.3,8093.361,129.491,1531.235,76.077,21.46,2834
388155,7637,20120331,MYL,11934.195,0.3,8154.84,129.079,1583.655,80.959,23.45,2834
388156,7637,20120630,MYL,11601.971,0.33,8402.85,138.55,1687.815,94.361,21.37,2834
388157,7637,20120930,MYL,11706.418,0.51,8082.182,211.257,1801.786,149.85,24.3717,2834
388158,7637,20121231,MYL,11931.897,0.39,8576.069,161.964,1722.854,117.771,27.45,2834
388159,7637,20130331,MYL,11885.032,0.27,8997.84,106.882,1631.49,131.586,28.955,2834
388160,7637,20130630,MYL,12211.711,0.46,9266.395,177.689,1701.701,111.433,31.03,2834
388161,7637,20130930,MYL,12901.574,0.4,9668.9,158.908,1767.426,113.995,38.17,2834
388162,7637,20131231,MYL,15236.341,0.45,12276.434,180.232,1808.526,168.809,43.4,2834
388163,7637,20140331,MYL,15355,0.29,12163.3,115.9,1715.6,118,48.83,2834
388164,7637,20140630,MYL,15602.8,0.32,12250.1,125.2,1837.3,155.4,51.56,2834
388165,7637,20140930,MYL,15174.1,1.26,11767.8,499.1,2084,158.2,45.49,2834
388166,7637,20141231,MYL,15886.6,0.47,12610.6,189.2,2082.7,167.9,56.37,2834
388167,7637,20150331,MYL,22123.8,0.13,13030.6,56.6,1871.7,169.9,59.35,2834
388168,7637,20150630,MYL,22794.6,0.32,13225.3,167.8,2371.7,168.2,67.86,2834
388169,7637,20150930,MYL,21316.5,0.83,11501.5,428.6,2695.2,174.8,40.26,2834
388170,7637,20151231,MYL,22267.7,0.38,12501.9,194.6,2490.7,190.3,54.07,2834
388171,7637,20160331,MYL,22644.1,0.03,12369.2,13.9,2191.3,253.6,46.35,2834
388172,7637,20160630,MYL,28836.3,0.33,18505,168.4,2560.7,179.5,43.24,2834
388173,7637,20160930,MYL,36538.5,-0.23,24709.7,-119.8,3057.1,199.1,38.12,2834
388174,7637,20161231,MYL,34726.2,0.78,23608.6,417.5,3267.8,244.5,38.15,2834
388175,7637,20170331,MYL,34272.6,0.12,22616.6,66.4,2719.5,217.5,38.99,2834
388176,7637,20170630,MYL,35506.2,0.55,22673.3,297,2962.2,194.1,38.82,2834
388177,7637,20170930,MYL,35818.9,0.16,22527.3,88.3,2987.1,182.3,31.37,2834
388178,7637,20171231,MYL,35806.3,0.46,22498.7,244.3,3238.9,264,42.31,2834
388179,7637,20180331,MYL,35184.5,0.17,22007.8,87.1,2684.5,204.9,41.17,2834
388180,7637,20180630,MYL,33271.5,0.07,21062.8,37.5,2808.3,206.7,36.14,2834
388181,7637,20180930,MYL,33455.6,0.34,21389.4,176.7,2862.4,144.1,36.6,2834
388182,7637,20181231,MYL,32734.9,0.1,20567.8,51.2,3078.7,266.5,27.4,2834
388183,7637,20190331,MYL,31906.6,-0.05,20015,-25,2495.5,172.6,28.34,2834
443854,8530,19620331,PFE,,,,,,,53.375,2834
443855,8530,19620630,PFE,,,,18.27,191.1,,38.625,2834
443856,8530,19620930,PFE,,,,8.27,92.3,,37.25,2834
443857,8530,19621231,PFE,,,,4.95,96,,47.25,2834
443858,8530,19630331,PFE,,,,10.92,105.2,,49.25,2834
443859,8530,19630630,PFE,,,,9.09,102.6,,51.5,2834
443860,8530,19630930,PFE,,,,9.22,97.3,,50.37,2834
