,datadate,gvkey1,gvkey2,score,roe_spread,rd/rev_spread,MARKCAP_1,MARKCAP_2
282,2012,IDXX,TECH,0.061,0.031752751,-0.03290069,5058342.4,2517782.28
283,2012,VRTX,PFE,0.058,-0.133480944,0.386143981,9104325.3,184648202.1
284,2012,ALXN,PFE,0.0576,-0.03185649,0.059610042,18250334.34,184648202.1
285,2012,PRGO,IMGN,0.0552,0.22911421,-8.015359722,9776739.4,1073397
286,2012,IMGN,PFE,0.0527,-0.251913118,7.902533537,1073397,184648202.1
287,2012,PRGO,MRK,0.0501,0.032986356,-0.154905791,9776739.4,124460547.7
288,2012,VVUS,PRGO,0.0421,-0.293483652,24.16668986,1350924.3,9776739.4
289,2012,LLY,PRGO,0.0419,0.007793466,0.213164909,57233541.96,9776739.4
290,2012,REGN,MYL,0.039,0.313390709,0.361711603,16289970.63,10848377.25
291,2012,VRTX,PRGO,0.0332,-0.110682036,0.498970166,9104325.3,9776739.4
292,2012,GILD,PRGO,0.0328,0.028971295,0.139435942,55822000,9776739.4
293,2012,TECH,REGN,0.0326,-0.325825777,-0.332676758,2517782.28,16289970.63
294,2012,ALXN,PRGO,0.0306,-0.009057583,0.172436227,18250334.34,9776739.4
295,2012,TECH,ALXN,0.0264,-0.00495871,-0.106240791,2517782.28,18250334.34
296,2012,PFE,REGN,0.0263,-0.289010577,-0.286046009,184648202.1,16289970.63
297,2012,TECH,AMGN,0.0199,-0.006195703,-0.112538811,2517782.28,65193060
298,2012,TECH,IMGN,0.0147,0.215097918,-7.949164286,2517782.28,1073397
299,2012,TECH,GILD,0.008,-0.042987587,-0.073240506,2517782.28,55822000
300,2012,IDXX,GILD,0.0062,-0.011234837,-0.106141196,5058342.4,55822000
301,2013,UTHR,BMRN,0.2397,0.029570892,-0.258426657,5697875.04,10092692.4
302,2013,IMGN,VRTX,0.2388,-0.004965059,0.082384543,1256177.43,17370522.7
303,2013,LLY,BMY,0.2327,-0.003163413,0.045104144,57459150,87513760.45
304,2013,IMGN,UTHR,0.2082,0.032239764,0.387122244,1256177.43,5697875.04
305,2013,UTHR,ALXN,0.1897,-0.012796243,0.205706723,5697875.04,26172301.1
306,2013,BMRN,ALXN,0.1854,-0.042367135,0.46413338,10092692.4,26172301.1
307,2013,VRTX,ALXN,0.1809,0.02440858,0.510444424,17370522.7,26172301.1
308,2013,GILD,BMY,0.1796,0.01984474,-0.037275258,115234491.4,87513760.45
309,2013,BMRN,IMGN,0.1776,-0.061810655,-0.128695587,10092692.4,1256177.43
310,2013,IMGN,ALXN,0.1711,0.019443521,0.592828967,1256177.43,26172301.1
311,2013,PFE,BMY,0.1697,-0.012700876,-0.0830739,198515204.7,87513760.45
312,2013,BMY,AMGN,0.1684,-0.000374105,-0.029068284,87513760.45,86084768
313,2013,UTHR,BMY,0.1642,-0.063456853,0.186058102,5697875.04,87513760.45
314,2013,VVUS,UTHR,0.1624,-0.115961169,-0.25353192,938091.12,5697875.04
